Price,Size,Bed,Bath
5200000,1250.0,3,3
5200000,1100.0,3,3
5000000,955.0,3,2
6750000,1500.0,3,3
6300000,1400.0,3,3
6000000,1500.0,3,3
7000000,1412.0,3,3
8500000,1412.0,3,3
4000000,850.0,2,2
7000000,1361.0,3,4
4725000,1050.0,3,2
8500000,1450.0,3,3
6300000,1400.0,3,3
6300000,1400.0,3,3
6800000,1285.0,3,3
13500000,1872.0,3,3
3000000,650.0,2,2
5800000,1100.0,3,2
6133000,1115.0,3,3
6300000,1400.0,3,3
10500000,1553.0,3,3
6000000,1350.0,3,3
6000000,1350.0,3,3
6200000,1000.0,3,2
3841000,835.0,2,2
3700000,920.0,3,2
6000000,1100.0,3,3
7000000,1360.0,3,3
5500000,1050.0,3,2
5363000,975.0,3,2
5363000,975.0,3,2
5363000,975.0,3,2
5363000,975.0,3,2
4000000,1000.0,2,2
5000000,1050.0,3,2
4725000,1050.0,3,2
4500000,1000.0,2,2
3800000,1000.0,3,2
4500000,1000.0,2,2
5000000,1075.0,3,2
5363000,975.0,3,2
4000000,950.0,3,2
8000000,1265.0,3,2
8500000,1275.0,3,3
7500000,1500.0,3,3
7084999,1090.0,3,3
3500000,650.0,2,2
3000000,698.0,2,2
3060000,680.0,2,2
3060000,680.0,2,2
6000000,1050.0,3,2
6075000,1350.0,3,3
2800000,650.0,2,2
6000000,1500.0,3,3
4500000,1000.0,2,2
8000000,1265.0,3,3
5000000,1000.0,3,3
5300000,960.0,3,2
10500000,1500.0,3,3
8500000,1250.0,3,3
3600000,1000.0,2,2
3000000,698.0,2,2
3000000,698.0,2,2
5500000,930.0,3,3
6075000,1350.0,3,3
4500000,1000.0,2,2
4500000,1000.0,2,2
4500000,1000.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
5000000,1220.0,3,2
6500000,1200.0,3,3
6096000,1270.0,3,3
7425000,1350.0,3,3
7425000,1350.0,3,3
7425000,1350.0,3,3
7425000,1350.0,3,3
7425000,1350.0,3,3
3000000,825.0,2,2
7750000,1550.0,3,4
6250000,1250.0,3,3
7750000,1250.0,3,4
6250000,1250.0,3,3
7750000,1550.0,3,4
6250000,1250.0,3,2
4750000,1250.0,3,2
4500000,1000.0,2,2
6609999,935.0,3,2
6300000,1400.0,3,3
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
4500000,950.0,3,2
6500000,1172.0,3,3
8400000,1400.0,3,3
4500000,1150.0,3,3
8500000,1250.0,3,3
8500000,1250.0,3,3
8500000,1250.0,3,3
4585000,1310.0,3,3
5850000,1300.0,3,3
5460000,1300.0,3,3
5200000,1300.0,3,3
4725000,1050.0,3,2
3800000,850.0,2,2
3800000,850.0,2,2
6200000,1200.0,3,3
3859000,839.0,2,2
6825000,1265.0,3,3
6825000,1265.0,3,3
5363000,975.0,3,3
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,3,2
4500000,950.0,3,2
3000000,630.0,2,2
6500000,1200.0,3,3
5000000,1150.0,3,3
6500000,1350.0,3,3
8040000,1250.0,3,3
8040000,1250.0,3,3
7425000,1350.0,3,3
2600000,650.0,2,2
14500000,1950.0,4,4
14500000,1950.0,4,4
7000000,1200.0,3,3
7000000,1200.0,3,3
5500000,1025.0,3,2
2000000,675.0,2,2
4750000,950.0,3,2
6500000,1270.0,3,3
6000000,1000.0,3,2
6300000,1400.0,3,3
6300000,1400.0,3,3
4500000,1000.0,2,2
2900000,800.0,3,2
6825000,1265.0,3,3
6000000,1160.0,3,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
3676000,919.0,2,2
2205000,650.0,2,2
3600000,800.0,2,2
3540000,885.0,2,2
4725000,1050.0,3,2
3800000,850.0,2,2
4500000,1050.0,3,2
4500000,1000.0,3,2
4500000,1000.0,3,2
4500000,1000.0,3,2
4200000,865.0,2,2
6300000,1050.0,3,3
7000000,1400.0,3,3
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4388000,1097.0,3,2
4500000,1080.0,3,2
7500000,1300.0,3,3
7500000,1300.0,3,3
7500000,1300.0,3,3
6700000,1200.0,3,3
7500000,1300.0,3,3
3500000,825.0,2,2
7000000,1400.0,3,3
3500000,800.0,2,2
6500000,1240.0,3,3
4400000,1300.0,3,2
2200000,650.0,2,2
7500000,1160.0,3,3
1600000,450.0,2,1
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
4500000,950.0,2,2
3668000,917.0,2,2
3500000,650.0,2,2
5000000,1083.0,2,3
7900000,1300.0,3,3
4300000,1100.0,3,2
4300000,1100.0,3,2
4000000,1000.0,3,2
4300000,1100.0,3,2
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
11500000,1554.0,3,3
6500000,944.0,3,2
11500000,1554.0,3,3
11500000,1554.0,3,3
4800000,1400.0,3,3
3500000,970.0,2,2
7500000,1350.0,3,3
6300000,1400.0,3,3
4500000,1000.0,3,2
8500000,1195.0,3,3
5200000,950.0,3,2
8000000,1250.0,3,3
5500000,1575.0,4,4
4200000,935.0,3,2
5500000,1575.0,4,4
5200000,1200.0,3,3
5000000,1012.0,3,3
3000000,650.0,2,2
2800000,650.0,2,2
4500000,1300.0,4,3
6800000,1260.0,3,3
6800000,1260.0,3,3
4500000,950.0,2,2
4500000,950.0,2,2
7900000,1300.0,3,3
7900000,1300.0,3,3
7900000,1300.0,3,3
8125000,1350.0,3,3
8400000,1400.0,3,3
8125000,1350.0,3,3
8125000,1350.0,3,3
8400000,1400.0,3,3
8125000,1350.0,3,3
7795000,1290.0,3,3
8675000,1450.0,3,3
8125000,1350.0,3,3
8675000,1450.0,3,3
8400000,1400.0,3,3
8500000,1350.0,3,3
2700000,600.0,2,2
9445000,1350.0,3,3
8500000,1730.0,4,4
7500000,1800.0,3,4
10300000,1375.0,3,3
3400000,775.0,2,2
6600000,1200.0,3,3
2500000,650.0,2,2
2500000,650.0,2,2
4000000,975.0,2,2
2500000,650.0,2,1
2500000,650.0,2,1
9200000,1400.0,4,3
6000000,1008.0,3,2
2500000,650.0,2,1
2500000,750.0,2,2
4500000,950.0,2,2
5852000,1463.0,3,3
5852000,1463.0,3,3
11200000,1720.0,3,3
7900000,1300.0,3,3
7900000,1300.0,3,3
8675000,1450.0,3,3
8400000,1400.0,3,3
8125000,1350.0,3,3
6000000,1600.0,3,3
6500000,1180.0,3,3
6500000,1180.0,3,3
8000000,1175.0,3,3
8500000,1250.0,3,3
8500000,1542.0,3,3
2500000,650.0,2,1
2500000,650.0,2,1
3500000,950.0,3,2
10000000,1670.0,3,3
3000000,750.0,2,2
5500000,1075.0,3,2
2500000,750.0,2,2
9200000,1200.0,3,3
7500000,1345.0,3,3
7900000,1300.0,3,3
4730000,1075.0,3,2
4000000,950.0,2,2
8125000,1350.0,3,3
8400000,1400.0,3,3
8400000,1400.0,3,3
4500000,975.0,3,2
4500000,975.0,3,3
2500000,650.0,2,1
10000000,1554.0,3,4
7000000,1450.0,3,4
9700000,1380.0,3,3
10000000,1554.0,3,4
10000000,1554.0,3,4
10000000,1554.0,3,4
10000000,1554.0,3,4
10000000,1554.0,3,4
4000000,820.0,2,2
6000000,1120.0,4,3
3500000,750.0,2,2
10000000,1350.0,3,3
7500000,1245.0,3,3
7500000,1245.0,3,3
7500000,1245.0,3,3
7500000,1245.0,3,3
4000000,1050.0,3,2
7500000,1365.0,3,3
7500000,1365.0,3,3
6825000,1265.0,3,3
5500000,950.0,2,2
6500000,1200.0,3,2
4200000,850.0,2,2
4500000,850.0,2,2
8500000,1600.0,4,3
4000000,1150.0,3,2
2800000,800.0,3,2
5967000,1085.0,3,3
5280000,960.0,3,2
7500000,1345.0,3,3
7500000,1345.0,3,3
7500000,1345.0,3,3
4888000,975.0,3,2
4888000,975.0,3,2
7500000,1345.0,3,3
7500000,1345.0,3,3
5170000,1100.0,3,3
5170000,1100.0,3,3
5170000,1100.0,3,3
7500000,1345.0,3,3
8167000,1485.0,3,3
5500000,1100.0,3,3
8167000,1485.0,3,3
7500000,1345.0,3,3
2200000,650.0,2,2
5000000,1550.0,3,3
7795000,1290.0,3,3
7900000,1550.0,3,3
6750000,1500.0,3,3
5850000,1300.0,3,3
6300000,1400.0,3,3
5850000,1300.0,3,3
7500000,1350.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
7250000,1350.0,3,3
5871000,1050.0,3,2
9500000,1325.0,3,3
8800000,1465.0,3,3
8800000,1465.0,3,3
9200000,1560.0,3,3
8800000,1465.0,3,3
8800000,1465.0,3,3
4700000,900.0,3,2
4500000,900.0,3,2
3200000,1150.0,3,2
4500000,1066.0,2,2
6300000,1250.0,3,3
4500000,900.0,3,2
4800000,1050.0,3,3
7000000,1200.0,3,3
4462000,970.0,3,3
7000000,1365.0,4,3
2000000,650.0,2,2
4800000,1220.0,3,3
4800000,1050.0,3,3
5000000,1100.0,3,3
6300000,1150.0,3,3
6300000,1150.0,3,3
6300000,1150.0,3,3
4800000,1050.0,3,3
4800000,1050.0,3,3
5500000,1100.0,3,3
5500000,1100.0,3,3
9200000,1300.0,3,3
8167000,1485.0,3,3
8167000,1485.0,3,3
7665000,1390.0,3,3
7665000,1390.0,3,3
7665000,1390.0,3,3
7665000,1390.0,3,3
8167000,1485.0,3,3
7665000,1390.0,3,3
8167000,1485.0,3,3
7665000,1390.0,3,3
7665000,1390.0,3,3
8167000,1485.0,3,3
8167000,1485.0,3,3
7665000,1390.0,3,3
8167000,1485.0,3,3
8167000,1485.0,3,3
4320000,1080.0,3,3
4320000,1080.0,3,3
4800000,1220.0,3,3
2200000,650.0,2,2
4500000,1150.0,3,3
2500000,500.0,2,2
7000000,1300.0,3,3
7500000,1300.0,3,3
5500000,1200.0,3,3
8400000,1400.0,3,3
8400000,1400.0,3,3
7795000,1290.0,3,3
8125000,1350.0,3,3
10900000,1553.0,3,3
7200000,1275.0,3,3
3500000,650.0,2,2
3800000,850.0,2,2
9500000,1535.0,3,3
6200000,1050.0,2,2
4200000,750.0,2,2
8800000,1445.0,3,3
7000000,1360.0,3,3
5450000,1050.0,3,2
5500000,1050.0,3,2
5375000,975.0,3,3
5363000,975.0,3,3
5363000,975.0,3,3
5363000,975.0,3,3
6000000,1131.0,3,3
6200000,1180.0,3,3
7500000,1350.0,3,3
6100000,1140.0,3,2
6500000,1200.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
5200000,1087.0,3,2
5967000,1085.0,3,3
4275000,855.0,2,2
5967000,1085.0,3,3
5170000,1100.0,3,3
5500000,1100.0,3,3
4800000,1050.0,3,3
6300000,1150.0,3,3
9200000,1300.0,3,3
5170000,1100.0,3,3
2310000,650.0,2,2
7300000,1480.0,3,3
8000000,1371.0,3,3
7500000,1050.0,3,2
5000000,1160.0,3,3
3400000,850.0,3,2
8500000,1260.0,4,2
6325000,1150.0,3,2
7400000,1350.0,3,3
5170000,1100.0,3,3
11000000,1550.0,3,3
6300000,1150.0,3,3
5750000,1150.0,3,2
5800000,1150.0,3,2
5750000,1150.0,3,2
5500000,1150.0,3,2
5600000,1100.0,3,2
6000000,1150.0,3,2
5700000,1050.0,3,2
6050000,1100.0,3,2
6325000,1150.0,3,2
5700000,1050.0,3,2
6050000,1100.0,3,2
6325000,1150.0,3,2
5000000,1050.0,3,2
5750000,1150.0,3,2
5500000,1100.0,3,2
5250000,1050.0,3,2
5500000,1100.0,3,2
5000000,1280.0,3,2
3500000,900.0,2,2
7200000,1700.0,4,3
6500000,1400.0,3,3
4200000,850.0,2,2
4500000,1230.0,3,2
5500000,1100.0,3,3
5000000,1258.0,3,3
5000000,1258.0,3,3
2500000,629.0,2,2
2500000,629.0,2,2
14500000,2150.0,4,5
3985000,1050.0,3,3
2250000,650.0,2,2
4400000,950.0,2,2
2400000,650.0,2,2
4950000,1100.0,3,2
5400000,1200.0,3,3
2475000,900.0,2,2
16000000,2200.0,4,4
16000000,2200.0,4,4
7250000,1350.0,3,3
5000000,1200.0,3,3
5000000,1200.0,3,3
7500000,1350.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
7900000,1350.0,3,3
3000000,680.0,2,2
6700000,1350.0,3,2
6000000,1600.0,3,3
5750000,1150.0,3,3
6812000,1310.0,3,3
5500000,1100.0,3,3
5250000,1050.0,3,2
7500000,1250.0,3,3
4000000,950.0,3,2
2500000,714.0,2,2
14200000,1872.0,3,3
5000000,1150.0,2,2
5500000,1050.0,3,2
6000000,1440.0,4,3
4500000,1080.0,3,2
6000000,1050.0,3,2
2700000,700.0,2,2
3000000,650.0,2,2
5500000,1398.0,3,3
3500000,1000.0,3,3
8000000,1450.0,3,3
3000000,650.0,2,2
3500000,650.0,2,2
7500000,1266.0,3,3
7500000,1266.0,3,3
5500000,1300.0,4,4
2500000,650.0,2,2
2700000,650.0,2,2
5000000,900.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
5400000,1200.0,3,3
5400000,1200.0,3,3
6500000,1300.0,4,4
6000000,1330.0,3,2
8775000,1170.0,3,3
6000000,1140.0,3,2
7205000,1310.0,3,3
7205000,1310.0,3,3
4500000,1055.0,2,3
10000000,1650.0,4,3
7000000,1250.0,3,3
7000000,1250.0,3,3
8200000,1350.0,3,3
8200000,1350.0,3,3
9800000,1850.0,3,3
9800000,1850.0,3,3
8200000,1420.0,3,3
5600000,1140.0,3,2
9500000,1550.0,3,3
7550000,1350.0,3,3
8050000,1450.0,3,3
8073000,1400.0,3,3
8073000,1400.0,3,3
3500000,650.0,2,2
4000000,1120.0,3,2
4000000,875.0,2,2
4000000,875.0,2,2
4500000,920.0,2,2
4500000,1000.0,2,2
4500000,920.0,2,2
8538000,1425.0,3,3
8538000,1425.0,3,3
8950000,1500.0,3,3
8538000,1425.0,3,3
8950000,1500.0,3,3
8538000,1425.0,3,3
7933000,1315.0,3,3
7933000,1315.0,3,3
8950000,1500.0,3,3
7933000,1315.0,3,3
4000000,650.0,2,2
11399999,1650.0,4,4
5500000,1103.0,3,3
6500000,1242.0,3,3
4500000,1000.0,3,2
6500000,1150.0,3,2
3500000,900.0,2,2
9000000,1500.0,3,4
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
5400000,1200.0,3,3
5400000,1200.0,3,3
5400000,1200.0,3,3
5400000,1200.0,3,3
5400000,1200.0,3,3
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
4950000,1100.0,3,2
5400000,1200.0,3,3
3200000,650.0,2,2
3990000,950.0,3,2
8000000,1400.0,3,3
2400000,600.0,2,2
6000000,1100.0,3,3
4700000,900.0,3,2
4700000,900.0,3,2
8167000,1485.0,3,3
8600000,1760.0,3,3
8575000,1750.0,3,3
8800000,1760.0,3,3
8000000,1225.0,3,2
9000000,1480.0,3,3
8750000,1250.0,3,2
5000000,1250.0,3,3
3600000,850.0,3,2
3600000,850.0,3,2
3600000,1000.0,3,2
6200000,1140.0,3,2
6200000,1140.0,3,2
6200000,1140.0,3,2
3000000,650.0,2,2
3000000,650.0,2,2
3200000,650.0,2,2
6850000,1500.0,3,3
4900000,1170.0,3,3
4200000,1080.0,3,3
5300000,1390.0,3,3
7500000,1250.0,3,3
6500000,1300.0,3,3
6500000,1300.0,3,3
6500000,1300.0,3,3
6500000,1300.0,3,3
6500000,1300.0,3,3
7000000,1450.0,3,3
4508000,980.0,2,2
4000000,800.0,2,2
8200000,1250.0,3,3
11500000,2000.0,3,3
8500000,1470.0,3,4
13100000,1872.0,3,4
6500000,1350.0,3,3
6500000,1350.0,3,3
6500000,1350.0,3,3
15500000,2000.0,3,3
5000000,1100.0,3,3
6500000,1350.0,3,3
10800000,1800.0,3,3
4700000,990.0,3,3
3500000,825.0,2,2
8500000,1700.0,3,3
6000000,1390.0,3,3
3570000,850.0,2,2
3570000,850.0,2,2
6812000,1310.0,3,3
5500000,1265.0,3,2
6000000,1280.0,3,2
6000000,1160.0,3,2
8000000,1400.0,3,3
9800000,1850.0,3,3
8200000,1420.0,3,3
3300000,850.0,2,2
3300000,850.0,2,2
5800000,1050.0,3,2
7800000,1085.0,3,2
4410000,1050.0,3,2
4073000,905.0,2,2
3825000,850.0,2,2
3570000,850.0,2,2
6600000,1200.0,3,4
12500000,2200.0,4,5
6463000,1175.0,3,3
4702000,855.0,2,2
5200000,980.0,3,3
17000000,2200.0,3,4
6500000,1154.0,3,3
7102000,1467.0,3,3
8442000,1687.0,4,4
5000000,1083.0,2,2
9000000,1380.0,3,3
6900000,1165.0,3,3
5500000,1250.0,3,3
2600000,650.0,2,2
2700000,650.0,2,2
1800000,650.0,2,2
2300000,650.0,2,2
4600000,1300.0,4,4
10500000,1553.0,3,3
3200000,650.0,2,2
7000000,1400.0,3,3
3500000,650.0,2,2
6500000,1300.0,3,3
8638000,1425.0,3,3
8638000,1425.0,3,3
8638000,1425.0,3,3
2500000,620.0,2,2
2800000,600.0,2,2
5800000,1300.0,4,4
3200000,700.0,2,2
2500000,650.0,2,2
6400000,1250.0,3,3
3000000,700.0,2,2
3000000,700.0,2,2
3000000,700.0,2,2
2000000,450.0,1,1
2000000,450.0,1,1
3000000,700.0,2,2
3000000,700.0,2,2
2000000,450.0,1,1
3000000,700.0,2,2
2000000,450.0,1,1
2000000,450.0,1,1
3000000,700.0,2,2
3000000,700.0,2,2
14300000,2600.0,4,4
7150000,1300.0,2,2
6500000,1320.0,3,3
4200000,1080.0,3,3
2800000,600.0,1,1
3500000,856.0,2,2
5750000,1150.0,3,3
7000000,1200.0,3,3
4000000,950.0,3,2
5000000,1100.0,3,2
5500000,1285.0,3,3
3800000,798.0,2,2
6500000,1350.0,3,3
6500000,1350.0,3,3
4200000,1100.0,3,3
5500000,1350.0,3,3
4200000,1100.0,3,3
4000000,900.0,2,2
1800000,650.0,2,2
6500000,1300.0,3,3
8000000,1400.0,3,3
9000000,1500.0,3,3
5800000,1050.0,3,2
3900000,800.0,2,2
5000000,1150.0,3,2
4500000,1070.0,3,2
7190000,1438.0,3,3
7000000,1400.0,3,3
5950000,1190.0,3,3
6000000,1330.0,3,2
4600000,1070.0,3,2
7000000,1060.0,3,2
7500000,1451.0,4,4
8500000,1550.0,3,3
6000000,1150.0,3,3
5500000,1100.0,3,3
3500000,850.0,2,2
3300000,850.0,2,2
5500000,1250.0,3,4
5500000,1250.0,3,4
3600000,1000.0,3,2
2700000,650.0,2,2
8000000,1670.0,3,3
6000000,1200.0,3,3
6000000,1200.0,3,3
3200000,700.0,2,2
2500000,700.0,2,2
6300000,1400.0,3,3
6300000,1400.0,3,3
3500000,1050.0,3,2
3990000,950.0,2,2
8137000,1580.0,4,4
2700000,670.0,2,2
2300000,580.0,2,2
5000000,1000.0,3,3
6174000,1372.0,3,3
8500000,1350.0,3,3
8700000,1450.0,3,3
5000000,1015.0,3,3
3200000,820.0,2,2
17500000,2500.0,6,4
8750000,1250.0,3,2
3600000,1000.0,3,2
16000000,2146.0,3,3
13300000,1775.0,3,3
8820000,1470.0,3,3
2000000,650.0,2,2
8820000,1470.0,3,3
8820000,1470.0,3,3
3000000,650.0,2,2
3000000,650.0,2,2
2908000,727.0,2,2
5816000,1454.0,4,4
5816000,1454.0,4,4
9000000,1260.0,3,3
5000000,1250.0,3,3
5000000,1250.0,3,3
2200000,600.0,2,2
2200000,650.0,2,2
4000000,1276.0,3,2
7000000,1200.0,3,3
2500000,875.0,3,2
2800000,650.0,2,2
6500000,1400.0,3,3
5800000,1300.0,3,3
3000000,650.0,2,2
9000000,1600.0,4,4
9000000,1600.0,4,4
12000000,1856.0,3,3
6000000,1100.0,3,3
4200000,865.0,2,2
4200000,910.0,2,2
5000000,1115.0,3,3
6600000,1320.0,3,3
6600000,1320.0,3,3
4000000,900.0,4,4
4095000,975.0,3,2
8000000,1420.0,3,3
8000000,1420.0,3,3
4800000,1010.0,3,2
2300000,522.0,2,2
2100000,650.0,2,2
7895999,1316.0,4,4
8580000,1560.0,4,3
2600000,645.0,2,2
6000000,1200.0,3,3
6200000,1100.0,3,3
6000000,1320.0,4,4
7500000,1600.0,4,3
7500000,1574.0,3,3
14000000,2200.0,4,4
5500000,985.0,3,2
4700000,900.0,2,2
14500000,2200.0,6,6
6600000,1250.0,3,3
13100000,2450.0,5,5
5000000,1200.0,3,2
6000000,1250.0,3,3
6750000,1296.0,3,3
2908000,727.0,2,2
7200000,1375.0,3,3
5400000,1400.0,4,4
3800000,850.0,3,2
3800000,850.0,3,2
6300000,1400.0,3,3
4725000,1050.0,3,2
3120000,780.0,2,2
3120000,780.0,2,2
9900000,1450.0,3,3
9900000,1450.0,3,3
9000000,1250.0,3,3
6600000,1200.0,3,3
2400000,650.0,2,2
4200000,1050.0,3,2
5796000,1260.0,3,3
4508000,980.0,2,2
7700000,1400.0,3,3
2300000,650.0,2,2
2300000,650.0,2,2
2300000,650.0,2,2
5750000,1250.0,3,3
4725000,1050.0,3,2
4500000,1000.0,3,2
5000000,1300.0,4,4
2500000,650.0,2,2
11299999,1800.0,4,4
6000000,1205.0,3,3
3400000,720.0,2,2
2500000,600.0,2,2
18000000,2350.0,4,4
7700000,1000.0,2,2
6000000,1421.0,4,3
6000000,1421.0,4,3
7000000,1235.0,3,3
8000000,1300.0,3,4
3500000,800.0,2,2
5000000,1050.0,3,2
16000000,2100.0,4,4
7000000,1050.0,2,2
7000000,1298.0,3,3
7000000,1298.0,3,3
7000000,1298.0,3,3
7000000,1298.0,3,3
3300000,850.0,2,2
4000000,950.0,3,2
4500000,961.0,2,2
7200000,1300.0,3,3
8000000,1350.0,3,3
8000000,1350.0,3,3
5500000,1125.0,3,3
5500000,1125.0,3,3
8000000,1350.0,3,3
5000000,1019.0,3,3
7300000,1076.0,3,3
6000000,1155.0,3,3
8000000,1320.0,3,3
8000000,1320.0,3,3
8700000,1450.0,3,3
8700000,1450.0,3,3
2500000,650.0,2,2
5000000,1300.0,4,4
5000000,1300.0,4,4
2500000,650.0,2,2
2500000,650.0,2,2
2000000,650.0,2,2
2470000,650.0,2,2
10000000,1500.0,3,3
9500000,1500.0,3,3
2500000,650.0,2,2
2500000,650.0,2,2
6000000,1381.0,3,3
2600000,650.0,2,2
6500000,1200.0,3,3
6500000,1200.0,3,3
3500000,710.0,2,1
2400000,650.0,2,2
4000000,800.0,2,2
7000000,1124.0,3,2
7000000,1124.0,3,2
2600000,650.0,2,2
2600000,650.0,2,2
2600000,650.0,2,2
2600000,650.0,2,2
4100000,900.0,3,2
6200000,1180.0,3,3
4100000,900.0,3,2
7375000,1315.0,3,3
7925000,1425.0,3,3
8300000,1500.0,3,3
3600000,1300.0,4,4
2300000,650.0,2,2
7500000,1310.0,3,3
7500000,1310.0,3,3
7500000,1310.0,3,3
7500000,1310.0,3,3
7500000,1310.0,3,3
7200000,1310.0,3,3
5000000,1050.0,2,3
5000000,1100.0,3,3
6200000,1200.0,3,2
5474000,1150.0,3,3
2000000,650.0,2,2
2200000,650.0,2,2
7230000,1205.0,3,3
8000000,1330.0,3,3
8200000,1400.0,3,3
6500000,1180.0,3,3
6500000,1100.0,3,3
3500000,850.0,2,2
5800000,1450.0,4,4
2700000,720.0,2,2
2400000,650.0,2,2
2400000,650.0,2,2
7000000,1280.0,3,3
3500000,850.0,2,2
2200000,650.0,2,2
2400000,650.0,2,2
2300000,650.0,2,2
5200000,1300.0,4,4
2500000,650.0,2,2
7500000,1400.0,3,3
7200000,1340.0,3,3
7200000,1340.0,3,3
7200000,1340.0,3,3
8140000,1400.0,3,3
9500000,1730.0,4,4
6500000,1575.0,3,3
6500000,1575.0,3,3
7895000,1316.0,4,4
6000000,1150.0,3,3
11000000,2450.0,5,5
6500000,1450.0,3,3
6800000,1450.0,3,3
4532000,1133.0,3,3
6600000,1220.0,3,3
3500000,800.0,2,2
7000000,1365.0,3,3
9000000,1575.0,3,3
5200000,940.0,3,3
6500000,1200.0,3,3
2500000,650.0,2,2
3000000,675.0,2,2
5000000,1140.0,3,2
7650000,1275.0,3,3
5500000,930.0,2,2
5300000,1140.0,3,3
4250000,850.0,2,2
4250000,850.0,2,2
7000000,1120.0,3,3
3000000,875.0,2,2
9540000,1800.0,3,3
7750000,1250.0,3,3
2300000,650.0,2,2
8242000,1298.0,3,3
8242000,1298.0,3,3
8242000,1298.0,3,3
8242000,1298.0,3,3
3500000,772.0,2,2
7500000,1545.0,4,4
4800000,1100.0,3,3
5000000,1050.0,3,3
5000000,1050.0,3,3
7000000,1545.0,4,4
6000000,1187.0,3,3
9000000,1845.0,4,4
11000000,1460.0,3,4
6000000,1273.0,3,3
3500000,838.0,2,2
11000000,1460.0,3,4
7750000,1250.0,3,3
3800000,1100.0,3,2
4800000,900.0,2,2
4800000,900.0,2,2
4800000,900.0,2,2
